colonia_cumpliemiento,codigo_postal,alcaldia_cumplimiento,colonia_predio,Average of valor_unitario_suelo,Average of valor_suelo
GRANJAS NAVIDAD,0,CUAJIMALPA DE MORELOS,,2338.11,327335.4
GRANJAS NAVIDAD,0,CUAJIMALPA DE MORELOS,GRANJAS NAVIDAD,2338.11,245501.55
GRANJAS NAVIDAD,0,CUAJIMALPA DE MORELOS,Navidad,2338.11,491003.1
GRANJAS NAVIDAD,5100,CUAJIMALPA DE MORELOS,,2338.11,468210.7786
GRANJAS NAVIDAD,5200,CUAJIMALPA DE MORELOS,,2338.11,542988.278
GRANJAS NAVIDAD,5200,CUAJIMALPA DE MORELOS,Granja Navidad,2338.11,717940.0566
GRANJAS NAVIDAD,5200,CUAJIMALPA DE MORELOS,GRANJAS NAVIDAD,2338.11,499581.8381
GRANJAS NAVIDAD,5200,CUAJIMALPA DE MORELOS,La Navidad,2338.11,547281.4077
GRANJAS NAVIDAD,5200,CUAJIMALPA DE MORELOS,Navidad,2338.11,451255.23
GRANJAS NAVIDAD,5200,CUAJIMALPA DE MORELOS,Sn Jose de los Cedros,2338.11,7283212.65
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,,2338.11,353054.61
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Agranjas Navidad,2338.11,268882.65
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Amp. Navidad,2338.11,531195.2109
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Ampl Granjas Navidad,2338.11,571130.1297
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Ampl la Navidad,2338.11,376435.71
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Ampl Navidad,2338.11,376435.71
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Ampl. de la Navidad,2338.11,292731.372
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Ampl. Granjas Navidad,2338.11,355504.9493
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Ampliacion Navidad,2338.11,331567.3791
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Colonia La Navidad,2338.11,536270.5797
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Cuajimalpa,2338.11,75584.21951
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Garnjas Navidad,2338.11,467622
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Granjas  Navidad,2338.11,509427.4068
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Granjas Anavidad,2338.11,175358.25
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Granjas de Navidad,2338.11,508012.8503
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Granjas Mexico,2338.11,247839.66
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Granjas Naviada,2338.11,435847.0851
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Granjas Naviadad,2338.11,462291.1092
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Granjas Navidada,2338.11,934823.1402
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Granujas Navidad,2338.11,175358.25
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Grnajas Navidad,2338.11,260699.265
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Lomas de Memetla,2338.11,374097.6
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Na Navidad,2338.11,657008.91
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Naviadad,2338.11,184710.69
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Navidad Cuajimalpa,2338.11,332572.7664
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,San Jose de los Cedros,2338.11,438572.7545
GRANJAS NAVIDAD,5219,CUAJIMALPA DE MORELOS,Ampl. Granjas Navidad,2338.11,280573.2
GRANJAS NAVIDAD,5219,CUAJIMALPA DE MORELOS,Colonia Granjas Navidad,2338.11,610468.8305
GRANJAS NAVIDAD,5219,CUAJIMALPA DE MORELOS,Granjas de Navidad,2338.11,375500.466
GRANJAS NAVIDAD,5219,CUAJIMALPA DE MORELOS,GRANJAS NAVIDA,2338.11,617261.04
GRANJAS NAVIDAD,5219,CUAJIMALPA DE MORELOS,Grnajas Navidad,2338.11,558808.29
GRANJAS NAVIDAD,5219,CUAJIMALPA DE MORELOS,La Navidad,2338.11,392217.9525
GRANJAS NAVIDAD,5219,CUAJIMALPA DE MORELOS,Navidad,2338.11,83919.44412
GRANJAS NAVIDAD,5230,CUAJIMALPA DE MORELOS,,2338.11,350716.5
GRANJAS NAVIDAD,5240,CUAJIMALPA DE MORELOS,GRANJAS NAVIDAD,2338.11,1259756.48
GRANJAS NAVIDAD,5330,CUAJIMALPA DE MORELOS,Lomas de Memetla,2338.11,374097.6
GRANJAS NAVIDAD,5340,CUAJIMALPA DE MORELOS,,2338.11,514631.0005
GRANJAS NAVIDAD,5340,CUAJIMALPA DE MORELOS,Amp Granjas Navidad,2338.11,374097.6
GRANJAS NAVIDAD,5340,CUAJIMALPA DE MORELOS,Ampliacion Navidad,2338.11,353054.61
GRANJAS NAVIDAD,5340,CUAJIMALPA DE MORELOS,GRANJAS NAVIDAD,2338.11,1993799.921
GRANJAS NAVIDAD,11870,CUAJIMALPA DE MORELOS,,2338.11,480575.1294
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,Navidad,2338.11,766999.5425
GRANJAS NAVIDAD,5219,CUAJIMALPA DE MORELOS,,2338.11,595281.4725
GRANJAS NAVIDAD,5219,CUAJIMALPA DE MORELOS,GRANJAS NAVIDAD,2338.11,545875.9634
GRANJAS NAVIDAD,5210,CUAJIMALPA DE MORELOS,La Navidad,2338.11,481340.7605
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Cam 2 de Octubre,2337.97,276616.4123
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Frac Benito Juarez,2337.97,282904.3899
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc Benito Juarez,2337.97,278986.1128
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fraccionamiento Benito Juarez,2337.97,280847.515
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Super Mz Iii Benito Juarez,2337.97,286238.2238
CAMPAMENTO 2 DE OCTUBRE,8620,IZTACALCO,,2337.97,282225.7106
CAMPAMENTO 2 DE OCTUBRE,8920,IZTACALCO,Benito Juarez,2337.97,282534.6823
CAMPAMENTO 2 DE OCTUBRE,8920,IZTACALCO,Camp 2 de Octubre,2337.97,346019.56
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc.benito Juarez,2337.97,276882.1902
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Super Mz V Benito Juarez,2337.97,223276.135
CAMPAMENTO 2 DE OCTUBRE,8,IZTACALCO,CAMPAMENTO 2 DE OCTUBRE,2337.97,273542.49
CAMPAMENTO 2 DE OCTUBRE,8220,IZTACALCO,San Pedro,2337.97,98194.74
CAMPAMENTO 2 DE OCTUBRE,8320,IZTACALCO,Fracc Benito Juarez,2337.97,212755.27
CAMPAMENTO 2 DE OCTUBRE,8630,IZTACALCO,Benito Juarez,2337.97,275342.7269
CAMPAMENTO 2 DE OCTUBRE,8650,IZTACALCO,Fracc. Benito Juarez,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8700,IZTACALCO,Juventino Rosas,2337.97,289908.28
CAMPAMENTO 2 DE OCTUBRE,8820,IZTACALCO,Fraccto Pop Benito Juarez,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8920,IZTACALCO,Camp. 2 de Octubre,2337.97,219769.18
CAMPAMENTO 2 DE OCTUBRE,8920,IZTACALCO,CAMPAMENTO 2 DE OCTUBRE,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8920,IZTACALCO,CAMPAMENTO DOS DE OCTUBRE,2337.97,289908.28
CAMPAMENTO 2 DE OCTUBRE,8920,IZTACALCO,Fracc. Benito Juarez,2337.97,279387.415
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Barrio,2337.97,282115.0467
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Barrio la Cruz,2337.97,338421.1575
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito,2337.97,275950.5991
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Jaurez,2337.97,282093.6153
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Jaurz,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito JuÃ¯Â¿Â½rez,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Juarez Bachilleres,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Juarez Campamento 2 de Octubre,2337.97,280197.9113
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Juarez Frac,2337.97,291825.4154
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Juarez Fracc,2337.97,281959.182
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Juarez Iz.,2337.97,275880.46
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Juarez Iztac,2337.97,284121.8043
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Juarez.,2337.97,289908.28
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Juraez,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Jurez,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benitop Juarez,2337.97,280696.6782
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Bo Benito Juarez,2337.97,256545.4481
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Cam. 2 de Octubre,2337.97,283673.6933
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Camp de 2 Octubre,2337.97,280018.6669
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Camp. 2 de Octubre,2337.97,359564.1995
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Camp.2 de Octubre,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,CAMPAMENTO  2  DE  OCTUBRE,2337.97,292971.0207
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Campamento 2 de Oct,2337.97,413820.69
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,CAMPAMENTO 2 DE OCT. FRACC.BENITO JUAR,2337.97,224445.12
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,CAMPAMENTO 2 DE OCTUBRE FRACC. B. JUAR,2337.97,284320.5317
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Campamento 2 Octubre,2337.97,286822.1596
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Campamento Dos de Cotubre,2337.97,262624.1701
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,CAMPAMENTO DOS DE OCTUIBRE,2337.97,275880.46
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Campamento2 de Octubre,2337.97,273542.49
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Campamnto 2 de Octubre,2337.97,276558.4713
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Campemento 2 de Octubre,2337.97,260169.3016
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Campo 2 de Octubre,2337.97,346019.56
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Cmpamento 2 De Octubre,2337.97,519029.34
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fcraccionamiento Benito Juarez,2337.97,233797
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,FRAC  CAMP 2 DE OCTUBRE,2337.97,278218.43
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Frac Pop Benito Juarez,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Frac Popular Benito Juarez,2337.97,266622.0988
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Frac. Benito Juarez,2337.97,277033.8585
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc  Benito Juarez,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc  Popular Benito Juarez,2337.97,312165.7544
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc B Juarez,2337.97,260169.3016
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc Benito Jaurez,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc Benito Juadrez,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc Pop Benito Juarez,2337.97,263021.625
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc Pop Pico V11 B Juarez,2337.97,273542.49
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,"Fracc, Benito Juarez",2337.97,292059.2124
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,FRACC.  BENITO JUAREZ,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc. B. Juarez,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc. Benito Juarez Zona Bachilleres,2337.97,268866.55
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc. Benito Juarz,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc. Popular Benito J.,2337.97,332716.5107
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracc. Popular Benito Juarez,2337.97,279387.415
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,FRACC.POPULAR BENITO JUAREZ,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,FRACCINAMIENTO BENITO JUAREZ,2337.97,353033.47
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fraccionamiento Benito,2337.97,245486.85
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fraccionamiento Popular Benito Juarez,2337.97,281497.4329
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fraccto Benito Juarez,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracto B Juarez,2337.97,301598.13
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracto Benito Juarez,2337.97,264969.9333
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracto Pop Pico V11 B Juarez,2337.97,288926.3326
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracto Pop V11 B Juarez,2337.97,257176.7
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Fracto. Benito Juarez,2337.97,280556
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Franccionamiento Benito Juarez,2337.97,288762.6747
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Granjas Mexico,2337.97,196389.48
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Iztacalco,2337.97,1253151.92
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Juventino Rosas,2337.97,421045.0173
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Pico Vii Zona Bachilleres,2337.97,276586.5269
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Picos 7,2337.97,278218.43
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Rez,2337.97,285232.34
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Sm y Campamento 2 de Oct,2337.97,224445.12
CAMPAMENTO 2 DE OCTUBRE,8931,IZTACALCO,Frac. Benito Juarez,2337.97,287570.31
CAMPAMENTO 2 DE OCTUBRE,8931,IZTACALCO,Fraccionamiento Benito Juarez,2337.97,284227.0129
CAMPAMENTO 2 DE OCTUBRE,8950,IZTACALCO,Fracc Benito Juarez,2337.97,284601.0881
CAMPAMENTO 2 DE OCTUBRE,8970,IZTACALCO,Benito Juarez Istacalco,2337.97,280556.4
CAMPAMENTO 2 DE OCTUBRE,9890,IZTACALCO,Benito Juarez,2337.97,268866.55
CAMPAMENTO 2 DE OCTUBRE,9890,IZTACALCO,Fracc Benito Juarez,2337.97,276348.054
CAMPAMENTO 2 DE OCTUBRE,9930,IZTACALCO,Benito Juarez,2337.97,280556.4
JARDINES TECMA,8310,IZTACALCO,Bo. Sta. Cruz Iztacalco,2337.97,149630.08
JARDINES TECMA,8600,IZTACALCO,Barrio Santa Cruz,2337.97,397454.9
JARDINES TECMA,8600,IZTACALCO,Jardines Tecma,2337.97,445149.488
JARDINES TECMA,8600,IZTACALCO,Santa Cruz,2337.97,502663.55
JARDINES TECMA,8600,IZTACALCO,Sta Cruz,2337.97,542409.04
JARDINES TECMA,8810,IZTACALCO,Sta. Cruz. Iztacalco,2337.97,238472.94
JARDINES TECMA,8900,IZTACALCO,Barrio Sta. Cruz Iztacalco,2337.97,565788.74
JARDINES TECMA,8900,IZTACALCO,Iztacalco,2337.97,280556.4
JARDINES TECMA,8910,IZTACALCO,BARRIO DE STA. CRUZ IZTACALCO,2337.97,210417.3
JARDINES TECMA,8910,IZTACALCO,Barrio Santa Cruz,2337.97,222107.15
JARDINES TECMA,8920,IZTACALCO,,2337.97,455904.15
JARDINES TECMA,8920,IZTACALCO,Barrio Sta. Cruz Iztacalco,2337.97,278218.43
JARDINES TECMA,8920,IZTACALCO,Benito Juarez,2337.97,264190.61
JARDINES TECMA,8920,IZTACALCO,Bo. de Santa Cruz,2337.97,175347.75
JARDINES TECMA,8920,IZTACALCO,Bo. de Santa Cruz Iztacalco,2337.97,280556.4
JARDINES TECMA,8920,IZTACALCO,Camp 2 de Octubre,2337.97,486297.76
JARDINES TECMA,8920,IZTACALCO,CAMPAMENTO 2 DE OCTUBRE,2337.97,271204.52
JARDINES TECMA,8920,IZTACALCO,Colonia Jardines de Tecma,2337.97,549422.95
JARDINES TECMA,8920,IZTACALCO,Fracc. Benito Juarez,2337.97,299260.16
JARDINES TECMA,8920,IZTACALCO,FRACC.POPULAR BENITO JUAREZ,2337.97,299260.16
JARDINES TECMA,8920,IZTACALCO,Jarcines Tecma,2337.97,70139.1
JARDINES TECMA,8920,IZTACALCO,Jardin Tecma,2337.97,465256.03
JARDINES TECMA,8920,IZTACALCO,JARDINES  TECMA,2337.97,444214.3
JARDINES TECMA,8920,IZTACALCO,Jardines de Tecma,2337.97,324977.83
JARDINES TECMA,8920,IZTACALCO,Jardines Recman,2337.97,1154957.18
JARDINES TECMA,8920,IZTACALCO,Jardines Tecmac,2337.97,385765.05
JARDINES TECMA,8920,IZTACALCO,Jardines Tecna,2337.97,226783.09
JARDINES TECMA,8930,IZTACALCO,,2337.97,289908.28
JARDINES TECMA,8930,IZTACALCO,Benito Juarez,2337.97,288349.6333
JARDINES TECMA,8930,IZTACALCO,Fraccionamiento Benito Juarez,2337.97,250162.79
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Benito Juarez Iztacalco,2337.97,282547.2809
CAMPAMENTO 2 DE OCTUBRE,8930,IZTACALCO,Camp 2 de Octubre,2337.97,285472.2595
JARDINES TECMA,8920,IZTACALCO,Jardines Tecma,2337.97,535594.0161
GABRIEL RAMOS MILLAN SECCION BRAMADERO,8000,IZTACALCO,Bramadero Ramos Millan,2337.958,278851.9683
BARRIO SAN MIGUEL,9340,IZTAPALAPA,,2337.638,393930.193
GABRIEL RAMOS MILLAN SECCION BRAMADERO,8000,IZTACALCO,Gabriel Ramos Millan Bramadero,2336.893968,281733.2655
BARRIO SAN MARCOS,16059,XOCHIMILCO,Bo San Pedro,2336.128333,996508.645
BARRIO SAN MARCOS,16090,XOCHIMILCO,San Pedro Xochimilco,2336.128333,1273064.275
GUADALUPE PROLETARIA,7600,GUSTAVO A. MADERO,GUADALUPE PROLETARIA,2335.902333,267037.3164
EX-EJIDO LA MAGDALENA MIXHUCA,8010,IZTACALCO,Ex Ejido Magdalena Mixhuca,2334.602353,441149.7704
JARDIN AZPEITIA,2530,AZCAPOTZALCO,,2333.906667,335584.8132
BARRIO LA LONJA,14268,TLALPAN,Miguel Hidalgo,2333.878857,610589.6511
PUEBLO SAN ANDRES DE LAS SALINAS,2300,AZCAPOTZALCO,Industrial Vallejo,2332.922667,1884091.364
SAN PEDRO ZACATENCO,7369,GUSTAVO A. MADERO,San Pedro Zacatenco,2332.73,261077.7269
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,,2332.73,587971.6535
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,San Pedro Zacatenco,2332.73,408512.3431
RESIDENCIAL ZACATENCO,0,GUSTAVO A. MADERO,,2332.73,466546
RESIDENCIAL ZACATENCO,2369,GUSTAVO A. MADERO,San Pedro Zacatenco,2332.73,7516056.06
RESIDENCIAL ZACATENCO,7300,GUSTAVO A. MADERO,Lindavista,2332.73,157459.275
RESIDENCIAL ZACATENCO,7300,GUSTAVO A. MADERO,Resid Zacatenco,2332.73,18661.84
RESIDENCIAL ZACATENCO,7300,GUSTAVO A. MADERO,San Pedro Sacatenco,2332.73,74647.36
RESIDENCIAL ZACATENCO,7300,GUSTAVO A. MADERO,ZACATENCO,2332.73,1282115.063
RESIDENCIAL ZACATENCO,7320,GUSTAVO A. MADERO,Ticoman,2332.73,7555712.47
RESIDENCIAL ZACATENCO,7330,GUSTAVO A. MADERO,San Pedro Zacatenco,2332.73,464959.7436
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Amp Zacatenco,2332.73,522531.52
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Ampl Zacatenco,2332.73,586681.595
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Ampliacion Zacatenco,2332.73,552157.191
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Bo Guadalupe Ticoman,2332.73,1066057.61
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Panamericana,2332.73,324249.47
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Pueblo San Pedro Zacatenco,2332.73,410462.5053
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Purisima Ticoman,2332.73,7555712.47
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Recidencial Zacatenco,2332.73,167956.56
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Resid Zacatenco,2332.73,466546
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Resid. Zacatenco,2332.73,62983.71
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Residencial San Pedro Zac,2332.73,524864.25
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Residencial San Pedro Zacatenco,2332.73,537111.0825
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Residencial Zacaatenco,2332.73,945968.6696
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Resindecial Zacatenco,2332.73,74647.36
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,2332.73,356907.69
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,San P Zacatenco,2332.73,522531.52
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,San Pedro Zacatenc,2332.73,587847.96
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,SAN PEDRO ZACATENCO ZONA BAJA,2332.73,342911.31
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,San Pedro Zacatenco Zonz Baja,2332.73,711482.65
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,SAN PEDRO ZACATENCON,2332.73,524864.25
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,San Pedrp Zacatenco,2332.73,734809.95
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Sn Pedro Zacatenco,2332.73,426889.59
RESIDENCIAL ZACATENCO,7360,GUSTAVO A. MADERO,Zacatenco Residencial,2332.73,916762.89
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,AMPLIACION LINDAVISTA,2332.73,944755.65
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,Colonia Residencial Zacatenco,2332.73,847758.2613
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,Colonia Residencial Zacatenco  PIC9508303ZA,2332.73,486094.2774
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,Lindavista,2332.73,473544.19
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,RES ZACATENCO,2332.73,401229.56
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,RESIDEENCIAL ZACATENCO,2332.73,471211.46
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,RESIDENCIAL  ZACATENCO,2332.73,473544.19
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,Residencial San Pedro Zacatenco,2332.73,485207.84
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,Residencial Zatacatenco,2332.73,524864.25
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,Residenciales Zacatenco,2332.73,392481.8225
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,San Pedro Sacatenco,2332.73,163291.1
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,San Pejdro Zacatenco,2332.73,86311.01
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,Sn Pedro Zacatenco,2332.73,492882.5217
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,ZACATENCO,2332.73,311030.6667
RESIDENCIAL ZACATENCO,7369,GUSTAVO A. MADERO,Zona Urbana Zacatenco,2332.73,475876.92
RESIDENCIAL ZACATENCO,7630,GUSTAVO A. MADERO,La Escalera,2332.73,116636.5
RESIDENCIAL ZACATENCO,7860,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,2332.73,77819.8728
SAN PEDRO ZACATENCO,7300,GUSTAVO A. MADERO,San Pedro Zacatenco,2332.73,513200.6
SAN PEDRO ZACATENCO,7360,GUSTAVO A. MADERO,Lindavista,2332.73,125189.8433
SAN PEDRO ZACATENCO,7360,GUSTAVO A. MADERO,Pueblo de Sanpedro Zacatenco,2332.73,307920.36
SAN PEDRO ZACATENCO,7360,GUSTAVO A. MADERO,Pueblo Sn Pedro Zacatenco,2332.73,2635051.808
SAN PEDRO ZACATENCO,7360,GUSTAVO A. MADERO,RESIDENCIAL  ZACATENCO,2332.73,463128.5506
SAN PEDRO ZACATENCO,7360,GUSTAVO A. MADERO,Residencial Acueducto,2332.73,506202.41
SAN PEDRO ZACATENCO,7360,GUSTAVO A. MADERO,RESIDENCIAL ZACATENCO,2332.73,900674.6344
SAN PEDRO ZACATENCO,7360,GUSTAVO A. MADERO,Samperio Zacatenco,2332.73,702151.73
SAN PEDRO ZACATENCO,7360,GUSTAVO A. MADERO,San Pedro Zacaatenco,2332.73,585515.23
